filename,class_id,x_center,y_center,width,height
img-1.txt,0,0.512500,0.429167,0.433333,0.191667
img-10.txt,0,0.506250,0.395139,0.220833,0.195833
img-100.txt,0,0.464583,0.458333,0.276389,0.161111
img-1000.txt,0,0.663462,0.463265,0.653846,0.338776
img-1000.txt,0,0.484375,0.753061,0.362981,0.208163
img-1000.txt,0,0.145433,0.920408,0.223558,0.159184
img-1001.txt,0,0.163462,0.785199,0.216346,0.176895
img-1001.txt,0,0.514423,0.805054,0.278846,0.194946
img-1001.txt,0,0.531250,0.498195,0.120192,0.115523
img-1001.txt,0,0.818510,0.438628,0.305288,0.148014
img-1001.txt,0,0.754808,0.889892,0.182692,0.198556
img-1002.txt,0,0.210526,0.687500,0.147368,0.060897
img-1002.txt,0,0.392105,0.745192,0.126316,0.163462
img-1002.txt,0,0.638158,0.801282,0.213158,0.397436
img-1002.txt,0,0.211842,0.923077,0.086842,0.121795
img-1002.txt,0,0.825000,0.596154,0.113158,0.128205
img-1002.txt,0,0.914474,0.907051,0.139474,0.185897
img-1002.txt,0,0.444737,0.431090,0.105263,0.086538
img-1002.txt,0,0.589474,0.456731,0.105263,0.073718
img-1002.txt,0,0.621053,0.540064,0.110526,0.067308
img-1002.txt,0,0.575000,0.256410,0.086842,0.038462
img-1002.txt,0,0.690789,0.413462,0.086842,0.044872
img-1002.txt,0,0.623684,0.322115,0.068421,0.054487
img-1002.txt,0,0.556579,0.315705,0.039474,0.041667
img-1002.txt,0,0.143421,0.296474,0.071053,0.080128
img-1002.txt,0,0.707895,0.184295,0.089474,0.099359
img-1002.txt,0,0.456579,0.887821,0.118421,0.128205
img-1002.txt,0,0.278947,0.519231,0.178947,0.179487
img-1003.txt,0,0.473558,0.510684,0.605769,0.807692
img-1003.txt,0,0.674279,0.431624,0.175481,0.358974
img-1003.txt,0,0.276442,0.570513,0.163462,0.585470
img-1004.txt,0,0.283654,0.702509,0.326923,0.322581
img-1005.txt,0,0.519231,0.873188,0.264423,0.231884
img-1005.txt,0,0.516827,0.635870,0.139423,0.163043
img-1005.txt,0,0.733173,0.567029,0.163462,0.105072
img-1005.txt,0,0.901442,0.646739,0.134615,0.148551
img-1005.txt,0,0.318510,0.764493,0.098558,0.376812
img-1005.txt,0,0.401442,0.440217,0.129808,0.206522
img-1005.txt,0,0.558894,0.492754,0.141827,0.094203
img-1005.txt,0,0.562500,0.405797,0.105769,0.094203
img-1005.txt,0,0.769231,0.405797,0.149038,0.079710
img-1005.txt,0,0.943510,0.490942,0.108173,0.134058
img-1005.txt,0,0.632212,0.344203,0.168269,0.057971
img-1005.txt,0,0.567308,0.246377,0.144231,0.057971
img-1005.txt,0,0.572115,0.273551,0.125000,0.068841
img-1006.txt,0,0.556490,0.244565,0.132212,0.068841
img-1006.txt,0,0.504808,0.612319,0.125000,0.130435
img-1006.txt,0,0.522837,0.851449,0.281250,0.282609
img-1006.txt,0,0.725962,0.572464,0.139423,0.123188
img-1006.txt,0,0.563702,0.498188,0.127404,0.097826
img-1006.txt,0,0.557692,0.398551,0.105769,0.065217
img-1006.txt,0,0.644231,0.351449,0.134615,0.050725
img-1006.txt,0,0.596154,0.317029,0.105769,0.032609
img-1006.txt,0,0.772837,0.403986,0.161058,0.076087
img-1006.txt,0,0.909856,0.619565,0.156250,0.152174
img-1006.txt,0,0.420673,0.393116,0.081731,0.119565
img-1006.txt,0,0.389423,0.500000,0.076923,0.123188
img-1006.txt,0,0.838942,0.480072,0.086538,0.068841
img-1006.txt,0,0.338942,0.632246,0.105769,0.141304
img-1006.txt,0,0.329327,0.923913,0.086538,0.115942
img-1006.txt,0,0.316106,0.777174,0.098558,0.112319
img-1006.txt,0,0.943510,0.505435,0.112981,0.155797
img-1007.txt,0,0.693510,0.608163,0.439904,0.375510
img-1007.txt,0,0.582933,0.259184,0.237981,0.224490
img-1007.txt,0,0.824519,0.083673,0.278846,0.134694
img-1007.txt,0,0.313702,0.391837,0.271635,0.204082
img-1007.txt,0,0.424279,0.077551,0.305288,0.122449
img-1007.txt,0,0.064904,0.102041,0.125000,0.146939
img-1007.txt,0,0.163462,0.048980,0.177885,0.065306
img-1007.txt,0,0.146635,0.765306,0.278846,0.404082
img-1008.txt,0,0.477163,0.719917,0.223558,0.195021
img-1008.txt,0,0.520433,0.838174,0.271635,0.224066
img-1008.txt,0,0.498798,0.533195,0.141827,0.087137
img-1008.txt,0,0.474760,0.400415,0.079327,0.112033
img-1009.txt,0,0.719952,0.523810,0.223558,0.205128
img-1009.txt,0,0.603365,0.331502,0.110577,0.128205
img-1009.txt,0,0.382212,0.448718,0.153846,0.150183
img-1009.txt,0,0.427885,0.313187,0.134615,0.076923
